id;es_text;mood;tense;verb;pronoun;fr_text;audio_url;conj_fr;conj_es;valid
2268446;El avión todavía no ha despegado.;Indicatif;Présent;haber;él;L'avion n'a toujours pas décollé.;https://audio.tatoeba.org/sentences/spa/2268446.mp3;il a (aux.);ha;1
2309025;He oído que ha muerto.;Indicatif;Présent;haber;él;J'ai entendu dire qu'il était mort.;https://audio.tatoeba.org/sentences/spa/2309025.mp3;il a (aux.);ha;1
2351581;Ha llamado alguien.;Indicatif;Présent;haber;él;Quelqu'un a appelé.;https://audio.tatoeba.org/sentences/spa/2351581.mp3;il a (aux.);ha;1
2379166;¿Quién te ha comprado este vestido?;Indicatif;Présent;haber;él;Qui t'a acheté cette robe ?;https://audio.tatoeba.org/sentences/spa/2379166.mp3;il a (aux.);ha;1
2389669;¿Qué ha bebido?;Indicatif;Présent;haber;él;Qu'a-t-elle bu ?;https://audio.tatoeba.org/sentences/spa/2389669.mp3;il a (aux.);ha;1
2416255;Él ha nacido para ser ingeniero.;Indicatif;Présent;haber;él;Il est né pour devenir ingénieur.;https://audio.tatoeba.org/sentences/spa/2416255.mp3;il a (aux.);ha;1
2441997;Estoy seguro de que ha aprobado el examen.;Indicatif;Présent;haber;él;Je suis sûr qu'il va réussir son examen.;https://audio.tatoeba.org/sentences/spa/2441997.mp3;il a (aux.);ha;1
2461943;Ha oído bien.;Indicatif;Présent;haber;él;Tu as bien entendu.;https://audio.tatoeba.org/sentences/spa/2461943.mp3;il a (aux.);ha;1
2470796;Ha pasado más de un mes.;Indicatif;Présent;haber;él;Ça fait plus d'un mois.;https://audio.tatoeba.org/sentences/spa/2470796.mp3;il a (aux.);ha;1
2499842;No estoy seguro de que lo haya visto.;Subjonctif;Présent;haber;él;Je ne suis pas sûr qu'il l'ait vu.;https://audio.tatoeba.org/sentences/spa/2499842.mp3;qu'il ait;haya;1
2772603;¿Cómo ha dormido usted?;Indicatif;Présent;haber;él;As-tu bien dormi ?;https://audio.tatoeba.org/sentences/spa/2772603.mp3;il a (aux.);ha;1
2858665;Ha habido un montón de quejas sobre la forma de comportarse de Tom.;Indicatif;Présent;haber;él;Il y a eu beaucoup de plaintes à propos du comportement de Tom.;https://audio.tatoeba.org/sentences/spa/2858665.mp3;il a (aux.);ha;1
3265610;¿Ha muerto Tom?;Indicatif;Présent;haber;él;Tom est mort ?;https://audio.tatoeba.org/sentences/spa/3265610.mp3;il a (aux.);ha;1
3344161;Tom se ha casado con una mujer mucho más joven.;Indicatif;Présent;haber;él;Tom s'est marié à une femme beaucoup plus jeune.;https://audio.tatoeba.org/sentences/spa/3344161.mp3;il a (aux.);ha;1
3631822;¿Ha intentado gritar?;Indicatif;Présent;haber;él;Avez-vous essayé de crier ?;https://audio.tatoeba.org/sentences/spa/3631822.mp3;il a (aux.);ha;1
3691573;Mi padre ha dejado de beber alcohol.;Indicatif;Présent;haber;él;Mon père a arrêté de boire.;https://audio.tatoeba.org/sentences/spa/3691573.mp3;il a (aux.);ha;1
3698374;¿Ha cambiado el clima?;Indicatif;Présent;haber;él;Le climat a-t-il changé ?;https://audio.tatoeba.org/sentences/spa/3698374.mp3;il a (aux.);ha;1
3999165;Solo quiero descubrir qué ha pasado.;Indicatif;Présent;haber;él;Je veux juste découvrir ce qui s'est passé.;https://audio.tatoeba.org/sentences/spa/3999165.mp3;il a (aux.);ha;1
4058389;¿Se ha leído usted algún libro interesante últimamente?;Indicatif;Présent;haber;él;Est-ce que vous avez lu, ces derniers temps, un livre intéressant ?;https://audio.tatoeba.org/sentences/spa/4058389.mp3;il a (aux.);ha;1
4121186;¿Qué le ha pasado a tu ojo?;Indicatif;Présent;haber;él;Qu'est-il arrivé à ton œil ?;https://audio.tatoeba.org/sentences/spa/4121186.mp3;il a (aux.);ha;1
4271873;La reunión ya ha comenzado.;Indicatif;Présent;haber;él;La réunion a déjà commencé.;https://audio.tatoeba.org/sentences/spa/4271873.mp3;il a (aux.);ha;1
4398475;Yo sé lo que ha pasado.;Indicatif;Présent;haber;él;Je sais ce qui s'est passé.;https://audio.tatoeba.org/sentences/spa/4398475.mp3;il a (aux.);ha;1
4553587;Parece que este piano no se haya afinado en años.;Subjonctif;Présent;haber;él;Ce piano n'a probablement pas été accordé depuis des années.;https://audio.tatoeba.org/sentences/spa/4553587.mp3;qu'il ait;haya;1
4553957;Ha leído un montón de libros.;Indicatif;Présent;haber;él;Il a lu de nombreux livres.;https://audio.tatoeba.org/sentences/spa/4553957.mp3;il a (aux.);ha;1
4557894;Nadie me ha enseñado.;Indicatif;Présent;haber;él;Personne ne m'a appris.;https://audio.tatoeba.org/sentences/spa/4557894.mp3;il a (aux.);ha;1
4629638;¿Se ha demostrado científicamente eso?;Indicatif;Présent;haber;él;C’est scientifiquement prouvé, ça ?;https://audio.tatoeba.org/sentences/spa/4629638.mp3;il a (aux.);ha;1
4916720;Todavía no ha vuelto.;Indicatif;Présent;haber;él;Il n'est pas encore revenu.;https://audio.tatoeba.org/sentences/spa/4916720.mp3;il a (aux.);ha;1
5133014;¿Qué crímenes ha cometido usted?;Indicatif;Présent;haber;él;Quels crimes as-tu commis ?;https://audio.tatoeba.org/sentences/spa/5133014.mp3;il a (aux.);ha;1
5147560;Tomás no ha cambiado.;Indicatif;Présent;haber;él;Tom n'a pas changé.;https://audio.tatoeba.org/sentences/spa/5147560.mp3;il a (aux.);ha;1
5147789;Dudo de que alguien lo haya dicho.;Subjonctif;Présent;haber;él;Je doute que quelqu'un ait dit ça.;https://audio.tatoeba.org/sentences/spa/5147789.mp3;qu'il ait;haya;1
5155826;Ha muerto un gran hombre.;Indicatif;Présent;haber;él;Un grand homme est mort.;https://audio.tatoeba.org/sentences/spa/5155826.mp3;il a (aux.);ha;1
5230956;Cuéntame qué cosa ha pasado.;Indicatif;Présent;haber;él;Dis-moi ce qui est arrivé.;https://audio.tatoeba.org/sentences/spa/5230956.mp3;il a (aux.);ha;1
5259449;Pienso que se ha terminado.;Indicatif;Présent;haber;él;Je pense que c'est fini.;https://audio.tatoeba.org/sentences/spa/5259449.mp3;il a (aux.);ha;1
5568972;Tom ha roto con su novia.;Indicatif;Présent;haber;él;Tom vient de se faire plaquer.;https://audio.tatoeba.org/sentences/spa/5568972.mp3;il a (aux.);ha;1
5568973;A Tom le ha dejado su novia.;Indicatif;Présent;haber;él;Tom vient de se faire plaquer.;https://audio.tatoeba.org/sentences/spa/5568973.mp3;il a (aux.);ha;1
5637282;No es cierto que haya acuerdo sobre este tema.;Subjonctif;Présent;haber;él;Je ne crois pas qu'il y a un consensus sur cette question-là.;https://audio.tatoeba.org/sentences/spa/5637282.mp3;qu'il ait;haya;1
5668320;Espero que haya suerte.;Subjonctif;Présent;haber;él;J'espère que ça se passera bien.;https://audio.tatoeba.org/sentences/spa/5668320.mp3;qu'il ait;haya;1
5668322;Confío en que haya éxito.;Subjonctif;Présent;haber;él;J'espère que ça se passera bien.;https://audio.tatoeba.org/sentences/spa/5668322.mp3;qu'il ait;haya;1
5668399;La gentileza no ha muerto.;Indicatif;Présent;haber;él;La chevalerie n'est pas morte.;https://audio.tatoeba.org/sentences/spa/5668399.mp3;il a (aux.);ha;1
5684139;No es ésta la primera vez que ha nevado en Boston el día de Navidad.;Indicatif;Présent;haber;él;Ce n'est pas la première fois qu'il neige à Boston le jour de Noël.;https://audio.tatoeba.org/sentences/spa/5684139.mp3;il a (aux.);ha;1
5701525;¿Se te ha pasado el dolor de cabeza?;Indicatif;Présent;haber;él;Ta migraine est passée ?;https://audio.tatoeba.org/sentences/spa/5701525.mp3;il a (aux.);ha;1
5752523;Tom se ha marchado.;Indicatif;Présent;haber;él;Tom est parti.;https://audio.tatoeba.org/sentences/spa/5752523.mp3;il a (aux.);ha;1
5824387;Ha habido dificultades.;Indicatif;Présent;haber;él;Il y a eu quelques accrocs.;https://audio.tatoeba.org/sentences/spa/5824387.mp3;il a (aux.);ha;1
5890759;El cielo se ha cubierto hoy de nubes.;Indicatif;Présent;haber;él;Aujourd'hui, le ciel est nuageux.;https://audio.tatoeba.org/sentences/spa/5890759.mp3;il a (aux.);ha;1
5890786;Tienes la voz rara, ¿qué ha pasado?;Indicatif;Présent;haber;él;T’as une voix bizarre. Qu’est-ce que t’as ?;https://audio.tatoeba.org/sentences/spa/5890786.mp3;il a (aux.);ha;1
5926245;No parece que haya prisa.;Subjonctif;Présent;haber;él;Il semble qu'il n'y ait pas besoin de se presser.;https://audio.tatoeba.org/sentences/spa/5926245.mp3;qu'il ait;haya;1
6039472;¿Ha alcanzado un veredicto el jurado?;Indicatif;Présent;haber;él;Le jury a-t-il rendu son verdict ?;https://audio.tatoeba.org/sentences/spa/6039472.mp3;il a (aux.);ha;1
6569800;¿Quién ha ganado hoy?;Indicatif;Présent;haber;él;Qui a gagné aujourd'hui ?;https://audio.tatoeba.org/sentences/spa/6569800.mp3;il a (aux.);ha;1
6588242;¿Quién ha cortado el pan?;Indicatif;Présent;haber;él;Qui a coupé le pain ?;https://audio.tatoeba.org/sentences/spa/6588242.mp3;il a (aux.);ha;1
6614458;Ha habido mucha lluvia este año.;Indicatif;Présent;haber;él;Il y a eu beaucoup de pluie cette année.;https://audio.tatoeba.org/sentences/spa/6614458.mp3;il a (aux.);ha;1
6703353;¿Ha llovido durante toda la noche?;Indicatif;Présent;haber;él;Il a plu toute la nuit ?;https://audio.tatoeba.org/sentences/spa/6703353.mp3;il a (aux.);ha;1
6712725;¿Ha dormido usted?;Indicatif;Présent;haber;él;As-tu dormi ?;https://audio.tatoeba.org/sentences/spa/6712725.mp3;il a (aux.);ha;1
6763168;Ha anochecido.;Indicatif;Présent;haber;él;Il fait nuit.;https://audio.tatoeba.org/sentences/spa/6763168.mp3;il a (aux.);ha;1
6768718;¿De quién ha recibido eso?;Indicatif;Présent;haber;él;Qui t'a donné ça ?;https://audio.tatoeba.org/sentences/spa/6768718.mp3;il a (aux.);ha;1
6791341;El preso se ha fugado.;Indicatif;Présent;haber;él;Le prisonnier s'est évadé.;https://audio.tatoeba.org/sentences/spa/6791341.mp3;il a (aux.);ha;1
6859695;Tu camisa ha perdido un botón.;Indicatif;Présent;haber;él;Il manque un bouton à ta chemise.;https://audio.tatoeba.org/sentences/spa/6859695.mp3;il a (aux.);ha;1
6883639;Nunca me ha pasado por la cabeza desistir.;Indicatif;Présent;haber;él;Je n'ai jamais pensé abandonner.;https://audio.tatoeba.org/sentences/spa/6883639.mp3;il a (aux.);ha;1
7008697;Espero que no te haya seguido nadie.;Subjonctif;Présent;haber;él;J'espère que personne ne t'a suivi.;https://audio.tatoeba.org/sentences/spa/7008697.mp3;qu'il ait;haya;1
7160255;Una patrulla ha informado de una actividad sospechosa en el astillero.;Indicatif;Présent;haber;él;Une patrouille a signalé une activité suspecte au chantier naval.;https://audio.tatoeba.org/sentences/spa/7160255.mp3;il a (aux.);ha;1
7299898;Se ha cerrado la puerta.;Indicatif;Présent;haber;él;La porte s'est fermée.;https://audio.tatoeba.org/sentences/spa/7299898.mp3;il a (aux.);ha;1
7551089;No sé qué ha pasado.;Indicatif;Présent;haber;él;Je ne sais pas ce qui s'est passé.;https://audio.tatoeba.org/sentences/spa/7551089.mp3;il a (aux.);ha;1
7726723;No me ha llegado tu mensaje.;Indicatif;Présent;haber;él;Je n'ai pas reçu ton message.;https://audio.tatoeba.org/sentences/spa/7726723.mp3;il a (aux.);ha;1
7860095;Ha dejado de funcionar.;Indicatif;Présent;haber;él;Ça ne fonctionne plus.;https://audio.tatoeba.org/sentences/spa/7860095.mp3;il a (aux.);ha;1
7860097;Se ha roto.;Indicatif;Présent;haber;él;Elle est en panne.;https://audio.tatoeba.org/sentences/spa/7860097.mp3;il a (aux.);ha;1
8563776;Todavía no me ha contestado.;Indicatif;Présent;haber;él;Il ne m'a pas encore répondu.;https://audio.tatoeba.org/sentences/spa/8563776.mp3;il a (aux.);ha;1
8790308;El ayuntamiento ha requerido el pago de la multa.;Indicatif;Présent;haber;él;Le conseil municipal a demandé le paiement de l'amende.;https://audio.tatoeba.org/sentences/spa/8790308.mp3;il a (aux.);ha;1
8955219;¿Quién ha llamado a la policía?;Indicatif;Présent;haber;él;Qui a appelé la police ?;https://audio.tatoeba.org/sentences/spa/8955219.mp3;il a (aux.);ha;1
8956305;Me alegra que te haya gustado nuestro hogar.;Subjonctif;Présent;haber;él;Je suis content que notre maison te plaise.;https://audio.tatoeba.org/sentences/spa/8956305.mp3;qu'il ait;haya;1
8976093;Este libro todavía no se ha traducido al francés.;Indicatif;Présent;haber;él;Ce livre n'a pas encore été traduit en français.;https://audio.tatoeba.org/sentences/spa/8976093.mp3;il a (aux.);ha;1
9079852;A Tom se le ha olvidado cómo hacerlo.;Indicatif;Présent;haber;él;Tom a oublié comment le faire.;https://audio.tatoeba.org/sentences/spa/9079852.mp3;il a (aux.);ha;1
9667543;Ella todavía no se ha decidido.;Indicatif;Présent;haber;él;Elle n'a pas encore pris sa décision.;https://audio.tatoeba.org/sentences/spa/9667543.mp3;il a (aux.);ha;1
9994392;El hijo pródigo ha vuelto.;Indicatif;Présent;haber;él;Le fils prodigue est de retour.;https://audio.tatoeba.org/sentences/spa/9994392.mp3;il a (aux.);ha;1
10185666;Mi amiga todavía no ha vuelto.;Indicatif;Présent;haber;él;Mon ami n’est pas encore revenu.;https://audio.tatoeba.org/sentences/spa/10185666.mp3;il a (aux.);ha;1
10188685;Habría que encontrar la solución adecuada.;Conditionnel;Présent;haber;él;Il faudrait trouver la solution adéquate.;https://audio.tatoeba.org/sentences/spa/10188685.mp3;il aurait;habría;1
10805395;¿Ha pasado usted un buen día?;Indicatif;Présent;haber;él;Avez-vous passé une bonne journée ?;https://audio.tatoeba.org/sentences/spa/10805395.mp3;il a (aux.);ha;1
12966087;¿Le ha picado a usted un insecto?;Indicatif;Présent;haber;él;Un insecte vous a-t-il piqué ?;https://audio.tatoeba.org/sentences/spa/12966087.mp3;il a (aux.);ha;1
336769;Los plásticos han reemplazado a muchos materiales convencionales.;Indicatif;Présent;haber;ellos;Les plastiques ont pris la place de nombreux matériaux conventionnels.;https://audio.tatoeba.org/sentences/spa/336769.mp3;ils ont (aux.);han;1
337155;Los precios han subido en un 50% durante los últimos diez años.;Indicatif;Présent;haber;ellos;Durant les 10 dernières années, les prix ont augmenté de 50 pour cent.;https://audio.tatoeba.org/sentences/spa/337155.mp3;ils ont (aux.);han;1
342885;Todos mis amigos y mis familiares han muerto.;Indicatif;Présent;haber;ellos;Tous mes amis et ma famille sont morts.;https://audio.tatoeba.org/sentences/spa/342885.mp3;ils ont (aux.);han;1
358631;Los días se han vuelto cortos.;Indicatif;Présent;haber;ellos;Les jours sont devenus plus courts.;https://audio.tatoeba.org/sentences/spa/358631.mp3;ils ont (aux.);han;1
449791;En los negocios de hoy, demasiados ejecutivos gastan el dinero que no han ganado para comprar cosas que no necesitan, para impresionar a gente que ni siquiera les gusta.;Indicatif;Présent;haber;ellos;De nos jours dans les affaires, trop des cadres dépensent de l'argent qu'ils n'ont pas gagné, pour acheter des choses dont ils n'ont pas besoin, pour impressionner des gens qu'ils n'aiment même pas.;https://audio.tatoeba.org/sentences/spa/449791.mp3;ils ont (aux.);han;1
453648;Muchos hombres han perdido su vida en el mar.;Indicatif;Présent;haber;ellos;Beaucoup d'hommes sont morts en mer.;https://audio.tatoeba.org/sentences/spa/453648.mp3;ils ont (aux.);han;1
475259;Los estadounidenses han perdido la confianza en Toyota.;Indicatif;Présent;haber;ellos;Les Américains ont perdu confiance en Toyota.;https://audio.tatoeba.org/sentences/spa/475259.mp3;ils ont (aux.);han;1
475529;Ellos han perdido mucho.;Indicatif;Présent;haber;ellos;Elles ont perdu beaucoup.;https://audio.tatoeba.org/sentences/spa/475529.mp3;ils ont (aux.);han;1
534046;Me han robado el pasaporte.;Indicatif;Présent;haber;ellos;On m'a volé mon passeport.;https://audio.tatoeba.org/sentences/spa/534046.mp3;ils ont (aux.);han;1
574812;Sus predicciones se han cumplido.;Indicatif;Présent;haber;ellos;Ses prédictions se sont réalisées.;https://audio.tatoeba.org/sentences/spa/574812.mp3;ils ont (aux.);han;1
602794;Muchos han sufrido la opresión y la miseria durante un largo período de tiempo bajo el dominio del colonialismo.;Indicatif;Présent;haber;ellos;Beaucoup ont souffert de l'oppression et de la misère pendant une longue période sous le joug du colonialisme.;https://audio.tatoeba.org/sentences/spa/602794.mp3;ils ont (aux.);han;1
674244;A mi tío le han diagnosticado leucemia.;Indicatif;Présent;haber;ellos;On a posé à mon oncle le diagnostic de leucémie.;https://audio.tatoeba.org/sentences/spa/674244.mp3;ils ont (aux.);han;1
683123;Los científicos todavía no han hallado la cura contra el cáncer.;Indicatif;Présent;haber;ellos;Les chercheurs n'ont pas encore trouvé de remède pour lutter contre le cancer.;https://audio.tatoeba.org/sentences/spa/683123.mp3;ils ont (aux.);han;1
683351;Todos los exámenes han quedado atrás.;Indicatif;Présent;haber;ellos;Tous les examens sont à présent derrière nous.;https://audio.tatoeba.org/sentences/spa/683351.mp3;ils ont (aux.);han;1
692712;Se han revelado todos sus secretos.;Indicatif;Présent;haber;ellos;Tous leurs secrets ont été révélés.;https://audio.tatoeba.org/sentences/spa/692712.mp3;ils ont (aux.);han;1
723396;Muchos estudiantes han comprado este libro.;Indicatif;Présent;haber;ellos;Beaucoup d'élèves ont acheté ce livre.;https://audio.tatoeba.org/sentences/spa/723396.mp3;ils ont (aux.);han;1
736012;Han cortado el agua.;Indicatif;Présent;haber;ellos;L'eau a été coupée.;https://audio.tatoeba.org/sentences/spa/736012.mp3;ils ont (aux.);han;1
738534;Han resuelto el problema de una vez por todas.;Indicatif;Présent;haber;ellos;Ils ont résolu le problème une fois pour toutes.;https://audio.tatoeba.org/sentences/spa/738534.mp3;ils ont (aux.);han;1
816945;Han transcurrido tres años desde entonces.;Indicatif;Présent;haber;ellos;Trois ans se sont écoulés depuis.;https://audio.tatoeba.org/sentences/spa/816945.mp3;ils ont (aux.);han;1
859755;Parece que se han peleado.;Indicatif;Présent;haber;ellos;Ils semblaient s'être disputés.;https://audio.tatoeba.org/sentences/spa/859755.mp3;ils ont (aux.);han;1
870127;Los paganos han deificado la vida y los cristianos han deificado la muerte.;Indicatif;Présent;haber;ellos;Les païens ont divinisé la vie et les chrétiens ont divinisé la mort.;https://audio.tatoeba.org/sentences/spa/870127.mp3;ils ont (aux.);han;1
870129;Los paganos han divinizado la vida y los cristianos han divinizado la muerte.;Indicatif;Présent;haber;ellos;Les païens ont divinisé la vie et les chrétiens ont divinisé la mort.;https://audio.tatoeba.org/sentences/spa/870129.mp3;ils ont (aux.);han;1
871135;Ya se han casado.;Indicatif;Présent;haber;ellos;Ils sont déjà mariés.;https://audio.tatoeba.org/sentences/spa/871135.mp3;ils ont (aux.);han;1
895685;No puedes culparla por no saber lo que no le han enseñado.;Indicatif;Présent;haber;ellos;Tu ne peux pas la blâmer d'ignorer ce qu'on ne lui a pas enseigné.;https://audio.tatoeba.org/sentences/spa/895685.mp3;ils ont (aux.);han;1
944187;Casi todas las hojas se han caído.;Indicatif;Présent;haber;ellos;Presque toutes les feuilles sont tombées.;https://audio.tatoeba.org/sentences/spa/944187.mp3;ils ont (aux.);han;1
958253;¿Cuánto han costado estas gafas?;Indicatif;Présent;haber;ellos;À combien étaient ces lunettes ?;https://audio.tatoeba.org/sentences/spa/958253.mp3;ils ont (aux.);han;1
966731;Ellos se han olvidado de cerrar la puerta con llave.;Indicatif;Présent;haber;ellos;Ils ont oublié de fermer la porte à clé.;https://audio.tatoeba.org/sentences/spa/966731.mp3;ils ont (aux.);han;1
966772;Me han quitado el carnet de conducir.;Indicatif;Présent;haber;ellos;Mon permis de conduire m'a été confisqué.;https://audio.tatoeba.org/sentences/spa/966772.mp3;ils ont (aux.);han;1
968574;Han llamado a la puerta.;Indicatif;Présent;haber;ellos;On a sonné à la porte.;https://audio.tatoeba.org/sentences/spa/968574.mp3;ils ont (aux.);han;1
971464;¿No han visto al médico?;Indicatif;Présent;haber;ellos;N'avez-vous pas vu le médecin ?;https://audio.tatoeba.org/sentences/spa/971464.mp3;ils ont (aux.);han;1
979600;Algunos de ellos se han quitado la vida.;Indicatif;Présent;haber;ellos;Certains parmi eux se sont suicidés.;https://audio.tatoeba.org/sentences/spa/979600.mp3;ils ont (aux.);han;1
979972;Algunos de ellos se han suicidado.;Indicatif;Présent;haber;ellos;Certains parmi eux se sont suicidés.;https://audio.tatoeba.org/sentences/spa/979972.mp3;ils ont (aux.);han;1
980483;Me han robado el reloj.;Indicatif;Présent;haber;ellos;Ma montre a été volée.;https://audio.tatoeba.org/sentences/spa/980483.mp3;ils ont (aux.);han;1
986028;Ellos han desactivado la bomba con éxito.;Indicatif;Présent;haber;ellos;Ils ont désamorcé la bombe avec succès.;https://audio.tatoeba.org/sentences/spa/986028.mp3;ils ont (aux.);han;1
994755;Ellos han suspendido el examen.;Indicatif;Présent;haber;ellos;Ils ont échoué à l'examen.;https://audio.tatoeba.org/sentences/spa/994755.mp3;ils ont (aux.);han;1
994756;Ellos no han pasado el examen.;Indicatif;Présent;haber;ellos;Ils ont échoué à l'examen.;https://audio.tatoeba.org/sentences/spa/994756.mp3;ils ont (aux.);han;1
1055480;Han pasado cuarenta años.;Indicatif;Présent;haber;ellos;Quarante ans ont passé.;https://audio.tatoeba.org/sentences/spa/1055480.mp3;ils ont (aux.);han;1
1071880;Me han robado el bolso.;Indicatif;Présent;haber;ellos;On m'a volé mon sac.;https://audio.tatoeba.org/sentences/spa/1071880.mp3;ils ont (aux.);han;1
1072459;Sin oxígeno, todos los animales habrían desaparecido hace mucho tiempo.;Conditionnel;Présent;haber;ellos;Sans oxygène, tous les animaux auraient disparu depuis longtemps.;https://audio.tatoeba.org/sentences/spa/1072459.mp3;ils auraient;habrían;1
1082809;¿Ya han llegado?;Indicatif;Présent;haber;ellos;Êtes-vous déjà arrivé ?;https://audio.tatoeba.org/sentences/spa/1082809.mp3;ils ont (aux.);han;1
1099522;Los bomberos han apagado el fuego.;Indicatif;Présent;haber;ellos;Les pompiers ont éteint le feu.;https://audio.tatoeba.org/sentences/spa/1099522.mp3;ils ont (aux.);han;1
1105307;Me han picado los mosquitos.;Indicatif;Présent;haber;ellos;J'ai été piqué par des moustiques.;https://audio.tatoeba.org/sentences/spa/1105307.mp3;ils ont (aux.);han;1
1116488;Es posible que se me hayan olvidado las llaves.;Subjonctif;Présent;haber;ellos;C'est possible que j'aie oublié mes clefs.;https://audio.tatoeba.org/sentences/spa/1116488.mp3;qu'ils aient;hayan;1
1118819;Han pasado cinco años desde que mi padre murió.;Indicatif;Présent;haber;ellos;Cela fait cinq ans que mon père est décédé.;https://audio.tatoeba.org/sentences/spa/1118819.mp3;ils ont (aux.);han;1
1135996;Ellos han construido un puente.;Indicatif;Présent;haber;ellos;Ils ont construit un pont.;https://audio.tatoeba.org/sentences/spa/1135996.mp3;ils ont (aux.);han;1
1214221;No creo que hayan entendido.;Subjonctif;Présent;haber;ellos;Je ne crois pas qu'ils aient compris.;https://audio.tatoeba.org/sentences/spa/1214221.mp3;qu'ils aient;hayan;1
1248501;Tus sueños se han vuelto realidad.;Indicatif;Présent;haber;ellos;Tes rêves sont devenus réalité.;https://audio.tatoeba.org/sentences/spa/1248501.mp3;ils ont (aux.);han;1
1302137;Han cambiado muchas cosas en el último lustro.;Indicatif;Présent;haber;ellos;Bien des choses ont changé au cours des cinq dernières années.;https://audio.tatoeba.org/sentences/spa/1302137.mp3;ils ont (aux.);han;1
1302139;En los últimos cinco años han cambiado muchas cosas.;Indicatif;Présent;haber;ellos;Bien des choses ont changé au cours des cinq dernières années.;https://audio.tatoeba.org/sentences/spa/1302139.mp3;ils ont (aux.);han;1
1321965;¿Ya han cenado?;Indicatif;Présent;haber;ellos;As-tu déjà dîné ?;https://audio.tatoeba.org/sentences/spa/1321965.mp3;ils ont (aux.);han;1
1439534;Lo más duro en la vida es saber qué puentes se han de cruzar y cuáles se han de quemar.;Indicatif;Présent;haber;ellos;La chose la plus difficile dans la vie est de savoir quels ponts traverser et lesquels brûler.;https://audio.tatoeba.org/sentences/spa/1439534.mp3;ils ont (aux.);han;1
1469534;Los tiempos han cambiado.;Indicatif;Présent;haber;ellos;Les temps ont changé.;https://audio.tatoeba.org/sentences/spa/1469534.mp3;ils ont (aux.);han;1
1511148;Mis zapatos han desaparecido.;Indicatif;Présent;haber;ellos;Mes chaussures ont disparu.;https://audio.tatoeba.org/sentences/spa/1511148.mp3;ils ont (aux.);han;1
1535007;Me han robado mi bicicleta.;Indicatif;Présent;haber;ellos;On m'a volé mon vélo.;https://audio.tatoeba.org/sentences/spa/1535007.mp3;ils ont (aux.);han;1
1586596;Ellos han desarrollado ordenadores sofisticados.;Indicatif;Présent;haber;ellos;Ils ont développé des ordinateurs sophistiqués.;https://audio.tatoeba.org/sentences/spa/1586596.mp3;ils ont (aux.);han;1
1617605;Han pasado tantos años.;Indicatif;Présent;haber;ellos;Ça fait tellement d'années.;https://audio.tatoeba.org/sentences/spa/1617605.mp3;ils ont (aux.);han;1
1618518;Me han retirado el carné de conducir.;Indicatif;Présent;haber;ellos;Mon permis de conduire m'a été confisqué.;https://audio.tatoeba.org/sentences/spa/1618518.mp3;ils ont (aux.);han;1
1662284;Han pasado dos meses desde que fue a Francia.;Indicatif;Présent;haber;ellos;Deux mois ont passé depuis qu'il est parti pour la France.;https://audio.tatoeba.org/sentences/spa/1662284.mp3;ils ont (aux.);han;1
1686471;Ya han empezado.;Indicatif;Présent;haber;ellos;Ils ont déjà commencé.;https://audio.tatoeba.org/sentences/spa/1686471.mp3;ils ont (aux.);han;1
1686751;Los estudiantes han vuelto.;Indicatif;Présent;haber;ellos;Les étudiants sont revenus.;https://audio.tatoeba.org/sentences/spa/1686751.mp3;ils ont (aux.);han;1
1742365;Por lo menos ellas me han escuchado.;Indicatif;Présent;haber;ellos;Au moins, ils m'ont écouté.;https://audio.tatoeba.org/sentences/spa/1742365.mp3;ils ont (aux.);han;1
1742368;Por lo menos ellos me han escuchado.;Indicatif;Présent;haber;ellos;Au moins, ils m'ont écouté.;https://audio.tatoeba.org/sentences/spa/1742368.mp3;ils ont (aux.);han;1
1742406;Lo han perdido todo.;Indicatif;Présent;haber;ellos;Ils ont tout perdu.;https://audio.tatoeba.org/sentences/spa/1742406.mp3;ils ont (aux.);han;1
1749157;Han intentado matar al presidente.;Indicatif;Présent;haber;ellos;Ils ont tenté d'assassiner le président.;https://audio.tatoeba.org/sentences/spa/1749157.mp3;ils ont (aux.);han;1
1749174;Las cosas han cambiado.;Indicatif;Présent;haber;ellos;Les choses ont changé.;https://audio.tatoeba.org/sentences/spa/1749174.mp3;ils ont (aux.);han;1
1754029;Me han robado el dinero.;Indicatif;Présent;haber;ellos;On m'a volé mon argent.;https://audio.tatoeba.org/sentences/spa/1754029.mp3;ils ont (aux.);han;1
1764674;Mis notas han mejorado de manera significativa.;Indicatif;Présent;haber;ellos;Mes notes se sont améliorées de manière significative.;https://audio.tatoeba.org/sentences/spa/1764674.mp3;ils ont (aux.);han;1
1809312;Nuestros invitados han llegado.;Indicatif;Présent;haber;ellos;Nos invités sont arrivés.;https://audio.tatoeba.org/sentences/spa/1809312.mp3;ils ont (aux.);han;1
1813105;¿Qué han contestado?;Indicatif;Présent;haber;ellos;Qu'avez-vous répondu ?;https://audio.tatoeba.org/sentences/spa/1813105.mp3;ils ont (aux.);han;1
1813106;¿Qué han respondido?;Indicatif;Présent;haber;ellos;Qu'avez-vous répondu ?;https://audio.tatoeba.org/sentences/spa/1813106.mp3;ils ont (aux.);han;1
